jour;three_class;hosp;rea;HospConv;SSR_USLD;autres;rad;dc
2020-06-22;60+;7857;458;0.0;0.0;0.0;48064;17820
2020-06-22;whole;9648;673;0.0;0.0;0.0;74602;19186
2020-06-23;0-19;70;7;0.0;0.0;0.0;1218;6
2020-06-23;20-59;1592;202;0.0;0.0;0.0;24886;1253
2020-06-23;60+;7700;442;0.0;0.0;0.0;48254;17845
2020-06-23;whole;9446;654;0.0;0.0;0.0;74861;19212
2020-06-24;0-19;65;5;0.0;0.0;0.0;1224;6
2020-06-24;20-59;1570;200;0.0;0.0;0.0;24939;1256
2020-06-24;60+;7541;422;0.0;0.0;0.0;48445;17853
2020-06-24;whole;9254;630;0.0;0.0;0.0;75117;19223
2020-06-25;0-19;57;6;0.0;0.0;0.0;1234;6
2020-06-25;20-59;1553;200;0.0;0.0;0.0;24990;1258
2020-06-25;60+;7408;414;0.0;0.0;0.0;48606;17872
2020-06-25;whole;9096;623;0.0;0.0;0.0;75341;19244
2020-06-26;0-19;54;6;0.0;0.0;0.0;1238;6
2020-06-26;20-59;1517;195;0.0;0.0;0.0;25043;1259
2020-06-26;60+;7193;402;0.0;0.0;0.0;48845;17897
2020-06-26;whole;8841;606;0.0;0.0;0.0;75639;19270
2020-06-27;0-19;54;6;0.0;0.0;0.0;1242;7
2020-06-27;20-59;1502;190;0.0;0.0;0.0;25085;1260
2020-06-27;60+;7083;395;0.0;0.0;0.0;48961;17910
2020-06-27;whole;8715;594;0.0;0.0;0.0;75803;19285
2020-06-28;0-19;56;6;0.0;0.0;0.0;1243;7
2020-06-28;20-59;1509;191;0.0;0.0;0.0;25100;1260
2020-06-28;60+;7086;394;0.0;0.0;0.0;48975;17912
2020-06-28;whole;8727;594;0.0;0.0;0.0;75833;19287
2020-06-29;0-19;58;6;0.0;0.0;0.0;1246;7
2020-06-29;20-59;1489;192;0.0;0.0;0.0;25144;1261
2020-06-29;60+;7020;389;0.0;0.0;0.0;49083;17929
2020-06-29;whole;8643;591;0.0;0.0;0.0;75989;19305
2020-06-30;0-19;54;6;0.0;0.0;0.0;1252;7
2020-06-30;20-59;1463;184;0.0;0.0;0.0;25226;1262
2020-06-30;60+;6897;379;0.0;0.0;0.0;49271;17949
2020-06-30;whole;8491;574;0.0;0.0;0.0;76264;19326
2020-07-01;0-19;53;6;0.0;0.0;0.0;1258;7
2020-07-01;20-59;1432;177;0.0;0.0;0.0;25296;1261
2020-07-01;60+;6736;366;0.0;0.0;0.0;49465;17968
2020-07-01;whole;8291;554;0.0;0.0;0.0;76539;19344
2020-07-02;0-19;49;6;0.0;0.0;0.0;1263;7
2020-07-02;20-59;1402;177;0.0;0.0;0.0;25365;1261
2020-07-02;60+;6584;358;0.0;0.0;0.0;49644;17982
2020-07-02;whole;8103;545;0.0;0.0;0.0;76792;19358
2020-07-03;0-19;48;6;0.0;0.0;0.0;1267;7
2020-07-03;20-59;1381;172;0.0;0.0;0.0;25444;1262
2020-07-03;60+;6449;351;0.0;0.0;0.0;49816;17998
2020-07-03;whole;7946;533;0.0;0.0;0.0;77049;19376
2020-07-04;0-19;47;6;0.0;0.0;0.0;1272;7
2020-07-04;20-59;1362;167;0.0;0.0;0.0;25479;1262
2020-07-04;60+;6386;340;0.0;0.0;0.0;49887;18010
2020-07-04;whole;7863;517;0.0;0.0;0.0;77160;19388
2020-07-05;0-19;44;6;0.0;0.0;0.0;1275;7
2020-07-05;20-59;1364;167;0.0;0.0;0.0;25483;1262
2020-07-05;60+;6386;344;0.0;0.0;0.0;49899;18012
2020-07-05;whole;7863;521;0.0;0.0;0.0;77179;19390
2020-07-06;0-19;46;6;0.0;0.0;0.0;1276;7
2020-07-06;20-59;1351;166;0.0;0.0;0.0;25524;1263
2020-07-06;60+;6341;345;0.0;0.0;0.0;49986;18024
2020-07-06;whole;7806;521;0.0;0.0;0.0;77308;19403
2020-07-07;0-19;47;5;0.0;0.0;0.0;1279;7
2020-07-07;20-59;1303;161;0.0;0.0;0.0;25602;1266
2020-07-07;60+;6133;341;0.0;0.0;0.0;50241;18054
2020-07-07;whole;7550;511;0.0;0.0;0.0;77644;19437
2020-07-08;0-19;43;4;0.0;0.0;0.0;1286;7
2020-07-08;20-59;1238;158;0.0;0.0;0.0;25708;1266
2020-07-08;60+;5910;337;0.0;0.0;0.0;50467;18086
2020-07-08;whole;7254;503;0.0;0.0;0.0;77985;19469
2020-07-09;0-19;44;5;0.0;0.0;0.0;1290;7
2020-07-09;20-59;1222;155;0.0;0.0;0.0;25746;1266
2020-07-09;60+;5806;323;0.0;0.0;0.0;50598;18100
2020-07-09;whole;7134;486;0.0;0.0;0.0;78159;19483
2020-07-10;0-19;47;5;0.0;0.0;0.0;1292;7
2020-07-10;20-59;1210;156;0.0;0.0;0.0;25797;1266
2020-07-10;60+;5702;307;0.0;0.0;0.0;50762;18125
2020-07-10;whole;7020;471;0.0;0.0;0.0;78377;19508
2020-07-11;0-19;51;6;0.0;0.0;0.0;1292;7
2020-07-11;20-59;1208;156;0.0;0.0;0.0;25826;1266
2020-07-11;60+;5675;305;0.0;0.0;0.0;50810;18131
2020-07-11;whole;6995;470;0.0;0.0;0.0;78454;19514
2020-07-12;0-19;48;6;0.0;0.0;0.0;1295;7
2020-07-12;20-59;1209;159;0.0;0.0;0.0;25841;1266
2020-07-12;60+;5672;305;0.0;0.0;0.0;50824;18132
2020-07-12;whole;6991;473;0.0;0.0;0.0;78486;19515
2020-07-13;0-19;49;6;0.0;0.0;0.0;1298;7
2020-07-13;20-59;1206;155;0.0;0.0;0.0;25863;1271
2020-07-13;60+;5623;303;0.0;0.0;0.0;50899;18145
2020-07-13;whole;6941;467;0.0;0.0;0.0;78586;19533
2020-07-14;0-19;48;6;0.0;0.0;0.0;1301;7
2020-07-14;20-59;1198;153;0.0;0.0;0.0;25892;1271
2020-07-14;60+;5598;303;0.0;0.0;0.0;50951;18151
2020-07-14;whole;6907;465;0.0;0.0;0.0;78670;19539
2020-07-15;0-19;45;6;0.0;0.0;0.0;1308;7
2020-07-15;20-59;1198;154;0.0;0.0;0.0;25935;1275
2020-07-15;60+;5567;294;0.0;0.0;0.0;51040;18167
2020-07-15;whole;6873;457;0.0;0.0;0.0;78809;19559
2020-07-16;0-19;48;6;0.0;0.0;0.0;1312;7
2020-07-16;20-59;1183;150;0.0;0.0;0.0;25984;1275
2020-07-16;60+;5461;297;0.0;0.0;0.0;51202;18184
2020-07-16;whole;6754;456;0.0;0.0;0.0;79025;19577
2020-07-17;0-19;45;6;0.0;0.0;0.0;1319;7
2020-07-17;20-59;1175;152;0.0;0.0;0.0;26034;1276
2020-07-17;60+;5365;290;0.0;0.0;0.0;51351;18197
2020-07-17;whole;6646;452;0.0;0.0;0.0;79233;19591
2020-07-18;0-19;46;7;0.0;0.0;0.0;1320;7
2020-07-18;20-59;1162;152;0.0;0.0;0.0;26063;1278
2020-07-18;60+;5345;287;0.0;0.0;0.0;51410;18203
2020-07-18;whole;6614;450;0.0;0.0;0.0;79322;19599
2020-07-19;0-19;47;7;0.0;0.0;0.0;1322;7
2020-07-19;20-59;1158;151;0.0;0.0;0.0;26087;1278
2020-07-19;60+;5318;286;0.0;0.0;0.0;51445;18204
2020-07-19;whole;6583;448;0.0;0.0;0.0;79384;19600
2020-07-20;0-19;44;5;0.0;0.0;0.0;1331;8
2020-07-20;20-59;1156;153;0.0;0.0;0.0;26141;1281
2020-07-20;60+;5289;280;0.0;0.0;0.0;51527;18216
2020-07-20;whole;6547;442;0.0;0.0;0.0;79530;19616
2020-07-21;0-19;48;5;0.0;0.0;0.0;1336;7
2020-07-21;20-59;1139;150;0.0;0.0;0.0;26205;1283
2020-07-21;60+;5194;271;0.0;0.0;0.0;51650;18227
2020-07-21;whole;6440;430;0.0;0.0;0.0;79723;19629
2020-07-22;0-19;44;5;0.0;0.0;0.0;1345;7
2020-07-22;20-59;1097;141;0.0;0.0;0.0;26286;1283
2020-07-22;60+;5124;270;0.0;0.0;0.0;51783;18234
2020-07-22;whole;6324;420;0.0;0.0;0.0;79946;19636
2020-07-23;0-19;43;5;0.0;0.0;0.0;1352;7
2020-07-23;20-59;1052;136;0.0;0.0;0.0;26371;1284
2020-07-23;60+;4764;265;0.0;0.0;0.0;52200;18243
2020-07-23;whole;5915;411;0.0;0.0;0.0;80461;19646
2020-07-24;0-19;49;5;0.0;0.0;0.0;1353;7
2020-07-24;20-59;1017;119;0.0;0.0;0.0;26443;1286
2020-07-24;60+;4559;257;0.0;0.0;0.0;52468;18251
2020-07-24;whole;5678;385;0.0;0.0;0.0;80804;19656
2020-07-25;0-19;49;4;0.0;0.0;0.0;1363;7
2020-07-25;20-59;1018;113;0.0;0.0;0.0;26478;1286
2020-07-25;60+;4515;248;0.0;0.0;0.0;52533;18259
2020-07-25;whole;5634;368;0.0;0.0;0.0;80915;19664
2020-07-26;0-19;54;4;0.0;0.0;0.0;1364;7
2020-07-26;20-59;1026;113;0.0;0.0;0.0;26496;1286
2020-07-26;60+;4508;247;0.0;0.0;0.0;52546;18260
2020-07-26;whole;5640;367;0.0;0.0;0.0;80947;19665
2020-07-27;0-19;57;4;0.0;0.0;0.0;1367;7
2020-07-27;20-59;1017;117;0.0;0.0;0.0;26544;1289
2020-07-27;60+;4487;250;0.0;0.0;0.0;52618;18265
2020-07-27;whole;5614;374;0.0;0.0;0.0;81071;19673
2020-07-28;0-19;51;4;0.0;0.0;0.0;1379;7
2020-07-28;20-59;998;115;0.0;0.0;0.0;26623;1290
2020-07-28;60+;4408;239;0.0;0.0;0.0;52756;18280
2020-07-28;whole;5510;361;0.0;0.0;0.0;81300;19688
2020-07-29;0-19;52;4;0.0;0.0;0.0;1383;7
2020-07-29;20-59;972;108;0.0;0.0;0.0;26688;1293
2020-07-29;60+;4331;240;0.0;0.0;0.0;52874;18292
2020-07-29;whole;5409;356;0.0;0.0;0.0;81489;19703
2020-07-30;0-19;51;5;0.0;0.0;0.0;1393;7
2020-07-30;20-59;960;108;0.0;0.0;0.0;26736;1293
2020-07-30;60+;4270;240;0.0;0.0;0.0;52982;18308
2020-07-30;whole;5334;357;0.0;0.0;0.0;81656;19719
2020-07-31;0-19;49;4;0.0;0.0;0.0;1405;7
2020-07-31;20-59;949;102;0.0;0.0;0.0;26794;1293
2020-07-31;60+;4209;238;0.0;0.0;0.0;53126;18319
2020-07-31;whole;5257;347;0.0;0.0;0.0;81870;19730
2020-08-01;0-19;50;4;0.0;0.0;0.0;1406;7
2020-08-01;20-59;940;97;0.0;0.0;0.0;26825;1293
2020-08-01;60+;4137;240;0.0;0.0;0.0;53239;18325
2020-08-01;whole;5177;344;0.0;0.0;0.0;82016;19736
2020-08-02;0-19;53;4;0.0;0.0;0.0;1406;7
2020-08-02;20-59;943;96;0.0;0.0;0.0;26832;1293
2020-08-02;60+;4141;242;0.0;0.0;0.0;53245;18326
2020-08-02;whole;5188;345;0.0;0.0;0.0;82029;19737
2020-08-03;0-19;52;3;0.0;0.0;0.0;1415;7
2020-08-03;20-59;946;101;0.0;0.0;0.0;26884;1294
2020-08-03;60+;4109;254;0.0;0.0;0.0;53309;18347
2020-08-03;whole;5157;360;0.0;0.0;0.0;82155;19759
2020-08-04;0-19;51;4;0.0;0.0;0.0;1422;7
2020-08-04;20-59;952;103;0.0;0.0;0.0;26932;1297
2020-08-04;60+;4067;255;0.0;0.0;0.0;53406;18355
2020-08-04;whole;5121;364;0.0;0.0;0.0;82307;19770
2020-08-05;0-19;51;4;0.0;0.0;0.0;1429;7
2020-08-05;20-59;942;97;0.0;0.0;0.0;26988;1298
2020-08-05;60+;4063;257;0.0;0.0;0.0;53485;18363
2020-08-05;whole;5107;360;0.0;0.0;0.0;82449;19779
2020-08-06;0-19;54;6;0.0;0.0;0.0;1435;7
2020-08-06;20-59;945;100;0.0;0.0;0.0;27039;1299
2020-08-06;60+;3970;258;0.0;0.0;0.0;53637;18369
2020-08-06;whole;5019;366;0.0;0.0;0.0;82659;19786
2020-08-07;0-19;49;8;0.0;0.0;0.0;1444;7
2020-08-07;20-59;941;95;0.0;0.0;0.0;27086;1302
2020-08-07;60+;3930;254;0.0;0.0;0.0;53747;18378
2020-08-07;whole;4970;359;0.0;0.0;0.0;82825;19798
2020-08-08;0-19;53;8;0.0;0.0;0.0;1444;7
2020-08-08;20-59;939;97;0.0;0.0;0.0;27121;1302
2020-08-08;60+;3938;259;0.0;0.0;0.0;53768;18380
2020-08-08;whole;4981;366;0.0;0.0;0.0;82881;19800
2020-08-09;0-19;54;9;0.0;0.0;0.0;1444;7
2020-08-09;20-59;944;97;0.0;0.0;0.0;27125;1302
2020-08-09;60+;3943;260;0.0;0.0;0.0;53769;18380
2020-08-09;whole;4992;368;0.0;0.0;0.0;82886;19800
2020-08-10;0-19;56;8;0.0;0.0;0.0;1447;7
2020-08-10;20-59;947;98;0.0;0.0;0.0;27189;1306
2020-08-10;60+;3952;264;0.0;0.0;0.0;53850;18390
2020-08-10;whole;5004;372;0.0;0.0;0.0;83036;19814
2020-08-11;0-19;63;8;0.0;0.0;0.0;1454;7
2020-08-11;20-59;932;93;0.0;0.0;0.0;27264;1307
2020-08-11;60+;3927;265;0.0;0.0;0.0;53958;18404
2020-08-11;whole;4971;367;0.0;0.0;0.0;83226;19829
2020-08-12;0-19;58;6;0.0;0.0;0.0;1462;7
2020-08-12;20-59;913;90;0.0;0.0;0.0;27331;1310
2020-08-12;60+;3832;258;0.0;0.0;0.0;54118;18418
2020-08-12;whole;4850;355;0.0;0.0;0.0;83461;19846
2020-08-13;0-19;49;6;0.0;0.0;0.0;1475;7
2020-08-13;20-59;925;89;0.0;0.0;0.0;27389;1310
2020-08-13;60+;3802;255;0.0;0.0;0.0;54236;18435
2020-08-13;whole;4824;351;0.0;0.0;0.0;83651;19863
2020-08-14;0-19;48;6;0.0;0.0;0.0;1483;7
2020-08-14;20-59;918;85;0.0;0.0;0.0;27455;1312
2020-08-14;60+;3773;252;0.0;0.0;0.0;54347;18451
2020-08-14;whole;4788;344;0.0;0.0;0.0;83836;19881
2020-08-15;0-19;46;6;0.0;0.0;0.0;1486;7
2020-08-15;20-59;923;90;0.0;0.0;0.0;27479;1312
2020-08-15;60+;3797;256;0.0;0.0;0.0;54364;18454
2020-08-15;whole;4817;353;0.0;0.0;0.0;83880;19884
2020-08-16;0-19;46;6;0.0;0.0;0.0;1490;7
2020-08-16;20-59;924;92;0.0;0.0;0.0;27495;1312
2020-08-16;60+;3799;254;0.0;0.0;0.0;54373;18455
2020-08-16;whole;4820;353;0.0;0.0;0.0;83909;19885
2020-08-17;0-19;53;6;0.0;0.0;0.0;1495;7
2020-08-17;20-59;954;96;0.0;0.0;0.0;27552;1312
2020-08-17;60+;3827;256;0.0;0.0;0.0;54454;18474
2020-08-17;whole;4885;361;0.0;0.0;0.0;84053;19904
2020-08-18;0-19;48;6;0.0;0.0;0.0;1504;7
2020-08-18;20-59;943;100;0.0;0.0;0.0;27632;1314
2020-08-18;60+;3741;249;0.0;0.0;0.0;54608;18488
2020-08-18;whole;4783;357;0.0;0.0;0.0;84297;19920
2020-08-19;0-19;48;5;0.0;0.0;0.0;1510;7
2020-08-19;20-59;952;98;0.0;0.0;0.0;27686;1314
2020-08-19;60+;3731;257;0.0;0.0;0.0;54690;18505
2020-08-19;whole;4781;362;0.0;0.0;0.0;84440;19937
2020-08-20;0-19;48;6;0.0;0.0;0.0;1514;7
2020-08-20;20-59;944;102;0.0;0.0;0.0;27745;1314
2020-08-20;60+;3679;258;0.0;0.0;0.0;54802;18517
2020-08-20;whole;4723;368;0.0;0.0;0.0;84615;19949
2020-08-21;0-19;43;4;0.0;0.0;0.0;1529;7
2020-08-21;20-59;962;107;0.0;0.0;0.0;27818;1317
2020-08-21;60+;3667;255;0.0;0.0;0.0;54897;18536
2020-08-21;whole;4720;367;0.0;0.0;0.0;84802;19972
2020-08-22;0-19;45;5;0.0;0.0;0.0;1534;7
2020-08-22;20-59;961;107;0.0;0.0;0.0;27858;1318
2020-08-22;60+;3626;255;0.0;0.0;0.0;54972;18543
2020-08-22;whole;4685;368;0.0;0.0;0.0;84923;19980
2020-08-23;0-19;47;6;0.0;0.0;0.0;1536;7
2020-08-23;20-59;960;108;0.0;0.0;0.0;27873;1318
2020-08-23;60+;3623;256;0.0;0.0;0.0;54978;18544
2020-08-23;whole;4683;371;0.0;0.0;0.0;84946;19981
2020-08-24;0-19;43;6;0.0;0.0;0.0;1549;7
2020-08-24;20-59;943;115;0.0;0.0;0.0;27983;1318
2020-08-24;60+;3622;264;0.0;0.0;0.0;55081;18559
2020-08-24;whole;4664;387;0.0;0.0;0.0;85172;19996
2020-08-25;0-19;46;7;0.0;0.0;0.0;1556;7
2020-08-25;20-59;928;111;0.0;0.0;0.0;28096;1320
2020-08-25;60+;3549;281;0.0;0.0;0.0;55279;18577
2020-08-25;whole;4578;401;0.0;0.0;0.0;85494;20016
2020-08-26;0-19;46;5;0.0;0.0;0.0;1560;7
2020-08-26;20-59;914;104;0.0;0.0;0.0;28208;1322
2020-08-26;60+;3528;263;0.0;0.0;0.0;55394;18592
2020-08-26;whole;4535;373;0.0;0.0;0.0;85731;20034
2020-08-27;0-19;49;5;0.0;0.0;0.0;1570;7
2020-08-27;20-59;923;102;0.0;0.0;0.0;28285;1323
2020-08-27;60+;3498;266;0.0;0.0;0.0;55528;18603
2020-08-27;whole;4517;375;0.0;0.0;0.0;85954;20046
2020-08-28;0-19;53;6;0.0;0.0;0.0;1576;7
2020-08-28;20-59;932;107;0.0;0.0;0.0;28360;1324
2020-08-28;60+;3484;266;0.0;0.0;0.0;55640;18620
2020-08-28;whole;4517;381;0.0;0.0;0.0;86147;20065
2020-08-29;0-19;58;6;0.0;0.0;0.0;1581;7
2020-08-29;20-59;919;108;0.0;0.0;0.0;28413;1326
2020-08-29;60+;3485;278;0.0;0.0;0.0;55702;18624
2020-08-29;whole;4512;394;0.0;0.0;0.0;86268;20071
2020-08-30;0-19;60;7;0.0;0.0;0.0;1582;7
2020-08-30;20-59;914;107;0.0;0.0;0.0;28419;1326
2020-08-30;60+;3493;280;0.0;0.0;0.0;55707;18628
2020-08-30;whole;4517;396;0.0;0.0;0.0;86280;20075
2020-08-31;0-19;60;8;0.0;0.0;0.0;1594;7
2020-08-31;20-59;930;107;0.0;0.0;0.0;28486;1330
2020-08-31;60+;3525;286;0.0;0.0;0.0;55786;18653
2020-08-31;whole;4564;403;0.0;0.0;0.0;86439;20104
2020-09-01;0-19;59;5;0.0;0.0;0.0;1605;7
2020-09-01;20-59;940;113;0.0;0.0;0.0;28596;1331
2020-09-01;60+;3542;299;0.0;0.0;0.0;55907;18671
2020-09-01;whole;4586;418;0.0;0.0;0.0;86682;20123
2020-09-02;0-19;60;6;0.0;0.0;0.0;1616;7
2020-09-02;20-59;954;122;0.0;0.0;0.0;28695;1333
2020-09-02;60+;3553;311;0.0;0.0;0.0;56048;18694
2020-09-02;whole;4614;440;0.0;0.0;0.0;86933;20148
2020-09-03;0-19;60;6;0.0;0.0;0.0;1630;7
2020-09-03;20-59;940;129;0.0;0.0;0.0;28810;1333
2020-09-03;60+;3580;322;0.0;0.0;0.0;56160;18714
2020-09-03;whole;4625;458;0.0;0.0;0.0;87176;20168
2020-09-04;0-19;66;7;0.0;0.0;0.0;1644;7
2020-09-04;20-59;956;133;0.0;0.0;0.0;28904;1336
2020-09-04;60+;3586;326;0.0;0.0;0.0;56293;18729
2020-09-04;whole;4653;467;0.0;0.0;0.0;87417;20186
2020-09-05;0-19;65;9;0.0;0.0;0.0;1653;7
2020-09-05;20-59;967;135;0.0;0.0;0.0;28956;1337
2020-09-05;60+;3592;331;0.0;0.0;0.0;56363;18740
2020-09-05;whole;4667;476;0.0;0.0;0.0;87549;20198
2020-09-06;0-19;64;9;0.0;0.0;0.0;1654;7
2020-09-06;20-59;975;135;0.0;0.0;0.0;28969;1337
2020-09-06;60+;3615;335;0.0;0.0;0.0;56378;18743
2020-09-06;whole;4697;480;0.0;0.0;0.0;87578;20201
2020-09-07;0-19;70;11;0.0;0.0;0.0;1666;7
2020-09-07;20-59;1044;150;0.0;0.0;0.0;29066;1339
2020-09-07;60+;3731;367;0.0;0.0;0.0;56496;18766
2020-09-07;whole;4889;531;0.0;0.0;0.0;87806;20226
2020-09-08;0-19;72;9;0.0;0.0;0.0;1678;7
2020-09-08;20-59;1064;151;0.0;0.0;0.0;29234;1341
2020-09-08;60+;3761;405;0.0;0.0;0.0;56705;18802
2020-09-08;whole;4942;568;0.0;0.0;0.0;88196;20265
2020-09-09;0-19;69;10;0.0;0.0;0.0;1691;7
2020-09-09;20-59;1063;163;0.0;0.0;0.0;29365;1341
2020-09-09;60+;3809;416;0.0;0.0;0.0;56858;18832
2020-09-09;whole;4985;593;0.0;0.0;0.0;88494;20295
2020-09-10;0-19;62;7;0.0;0.0;0.0;1701;7
2020-09-10;20-59;1080;167;0.0;0.0;0.0;29470;1344
2020-09-10;60+;3893;431;0.0;0.0;0.0;56966;18847
2020-09-10;whole;5077;608;0.0;0.0;0.0;88712;20314
2020-09-11;0-19;68;5;0.0;0.0;0.0;1711;7
2020-09-11;20-59;1096;180;0.0;0.0;0.0;29607;1346
2020-09-11;60+;3935;441;0.0;0.0;0.0;57132;18883
2020-09-11;whole;5136;628;0.0;0.0;0.0;89029;20354
2020-09-12;0-19;57;5;0.0;0.0;0.0;1721;7
2020-09-12;20-59;1103;190;0.0;0.0;0.0;29667;1347
2020-09-12;60+;3979;456;0.0;0.0;0.0;57232;18899
2020-09-12;whole;5176;655;0.0;0.0;0.0;89201;20371
2020-09-13;0-19;57;5;0.0;0.0;0.0;1723;7
2020-09-13;20-59;1123;194;0.0;0.0;0.0;29687;1347
2020-09-13;60+;4010;459;0.0;0.0;0.0;57249;18905
2020-09-13;whole;5228;662;0.0;0.0;0.0;89240;20377
2020-09-14;0-19;57;5;0.0;0.0;0.0;1737;7
2020-09-14;20-59;1177;207;0.0;0.0;0.0;29795;1347
2020-09-14;60+;4205;490;0.0;0.0;0.0;57364;18939
2020-09-14;whole;5479;705;0.0;0.0;0.0;89477;20411
2020-09-15;0-19;56;6;0.0;0.0;0.0;1754;7
2020-09-15;20-59;1190;210;0.0;0.0;0.0;29975;1349
2020-09-15;60+;4374;532;0.0;0.0;0.0;57547;18972
2020-09-15;whole;5660;752;0.0;0.0;0.0;89861;20447
2020-09-16;0-19;58;5;0.0;0.0;0.0;1768;7
2020-09-16;20-59;1209;214;0.0;0.0;0.0;30156;1349
2020-09-16;60+;4494;573;0.0;0.0;0.0;57791;19018
2020-09-16;whole;5800;796;0.0;0.0;0.0;90305;20493
2020-09-17;0-19;68;4;0.0;0.0;0.0;1779;7
2020-09-17;20-59;1190;204;0.0;0.0;0.0;30351;1351
2020-09-17;60+;4522;580;0.0;0.0;0.0;58090;19066
2020-09-17;whole;5825;793;0.0;0.0;0.0;90810;20543
2020-09-18;0-19;68;6;0.0;0.0;0.0;1800;7
2020-09-18;20-59;1204;199;0.0;0.0;0.0;30544;1353
2020-09-18;60+;4484;610;0.0;0.0;0.0;58604;19186
2020-09-18;whole;5800;820;0.0;0.0;0.0;91544;20665
2020-09-19;0-19;69;7;0.0;0.0;0.0;1812;7
2020-09-19;20-59;1179;194;0.0;0.0;0.0;30702;1354
2020-09-19;60+;4211;622;0.0;0.0;0.0;59165;19210
2020-09-19;whole;5493;827;0.0;0.0;0.0;92289;20690
2020-09-20;0-19;67;7;0.0;0.0;0.0;1815;7
2020-09-20;20-59;1179;197;0.0;0.0;0.0;30747;1356
2020-09-20;60+;4076;625;0.0;0.0;0.0;59377;19219
2020-09-20;whole;5356;834;0.0;0.0;0.0;92552;20701
2020-09-21;0-19;70;7;0.0;0.0;0.0;1831;7
2020-09-21;20-59;1214;215;0.0;0.0;0.0;30916;1356
2020-09-21;60+;4278;683;0.0;0.0;0.0;59615;19272
2020-09-21;whole;5597;912;0.0;0.0;0.0;92978;20754
2020-09-22;0-19;72;9;0.0;0.0;0.0;1846;7
2020-09-22;20-59;1244;217;0.0;0.0;0.0;31145;1358
2020-09-22;60+;4415;709;0.0;0.0;0.0;59898;19337
2020-09-22;whole;5777;944;0.0;0.0;0.0;93508;20821
2020-09-23;0-19;64;10;0.0;0.0;0.0;1868;7
2020-09-23;20-59;1266;236;0.0;0.0;0.0;31314;1361
2020-09-23;60+;4543;741;0.0;0.0;0.0;60147;19377
2020-09-23;whole;5913;995;0.0;0.0;0.0;93952;20864
2020-09-24;0-19;58;9;0.0;0.0;0.0;1886;7
2020-09-24;20-59;1297;256;0.0;0.0;0.0;31481;1365
2020-09-24;60+;4614;769;0.0;0.0;0.0;60390;19424
2020-09-24;whole;6012;1041;0.0;0.0;0.0;94383;20916
2020-09-25;0-19;53;9;0.0;0.0;0.0;1902;7
2020-09-25;20-59;1313;267;0.0;0.0;0.0;31657;1367
2020-09-25;60+;4700;808;0.0;0.0;0.0;60677;19477
2020-09-25;whole;6110;1092;0.0;0.0;0.0;94860;20971
2020-09-26;0-19;51;9;0.0;0.0;0.0;1910;7
2020-09-26;20-59;1312;256;0.0;0.0;0.0;31786;1371
2020-09-26;60+;4746;832;0.0;0.0;0.0;60948;19512
2020-09-26;whole;6154;1105;0.0;0.0;0.0;95272;21010
2020-09-27;0-19;51;9;0.0;0.0;0.0;1912;7
2020-09-27;20-59;1340;256;0.0;0.0;0.0;31832;1372
2020-09-27;60+;4800;838;0.0;0.0;0.0;61022;19538
2020-09-27;whole;6235;1112;0.0;0.0;0.0;95395;21037
2020-09-28;0-19;52;8;0.0;0.0;0.0;1920;7
2020-09-28;20-59;1375;263;0.0;0.0;0.0;31960;1375
2020-09-28;60+;4926;876;0.0;0.0;0.0;61232;19615
2020-09-28;whole;6397;1158;0.0;0.0;0.0;95743;21118
