jour;three_class;hosp;rea;HospConv;SSR_USLD;autres;rad;dc
2021-01-01;whole;24263;2609;0.0;0.0;0.0;194870;44959
2021-01-02;0-19;98;12;0.0;0.0;0.0;3815;10
2021-01-02;20-59;2685;533;0.0;0.0;0.0;58338;2227
2021-01-02;60+;21496;2063;0.0;0.0;0.0;131514;42620
2021-01-02;whole;24458;2632;0.0;0.0;0.0;195143;45115
2021-01-03;0-19;94;12;0.0;0.0;0.0;3823;10
2021-01-03;20-59;2721;537;0.0;0.0;0.0;58406;2232
2021-01-03;60+;21777;2092;0.0;0.0;0.0;131646;42731
2021-01-03;whole;24780;2665;0.0;0.0;0.0;195355;45231
2021-01-04;0-19;95;10;0.0;0.0;0.0;3827;10
2021-01-04;20-59;2759;519;0.0;0.0;0.0;58571;2244
2021-01-04;60+;21927;2105;0.0;0.0;0.0;132119;43092
2021-01-04;whole;24962;2657;0.0;0.0;0.0;196006;45609
2021-01-05;0-19;88;9;0.0;0.0;0.0;3845;10
2021-01-05;20-59;2708;512;0.0;0.0;0.0;58890;2254
2021-01-05;60+;21893;2074;0.0;0.0;0.0;133234;43425
2021-01-05;whole;24871;2616;0.0;0.0;0.0;197472;45954
2021-01-06;0-19;94;9;0.0;0.0;0.0;3856;10
2021-01-06;20-59;2660;503;0.0;0.0;0.0;59129;2262
2021-01-06;60+;21768;2073;0.0;0.0;0.0;134222;43701
2021-01-06;whole;24708;2607;0.0;0.0;0.0;198725;46237
2021-01-07;0-19;96;12;0.0;0.0;0.0;3868;10
2021-01-07;20-59;2685;508;0.0;0.0;0.0;59326;2270
2021-01-07;60+;21520;2031;0.0;0.0;0.0;135322;43969
2021-01-07;whole;24488;2573;0.0;0.0;0.0;200048;46513
2021-01-08;0-19;93;12;0.0;0.0;0.0;3882;10
2021-01-08;20-59;2697;517;0.0;0.0;0.0;59543;2280
2021-01-08;60+;21395;2050;0.0;0.0;0.0;136286;44235
2021-01-08;whole;24377;2606;0.0;0.0;0.0;201255;46789
2021-01-09;0-19;92;13;0.0;0.0;0.0;3893;10
2021-01-09;20-59;2670;521;0.0;0.0;0.0;59709;2289
2021-01-09;60+;21274;2038;0.0;0.0;0.0;136981;44394
2021-01-09;whole;24240;2600;0.0;0.0;0.0;202134;46957
2021-01-10;0-19;88;13;0.0;0.0;0.0;3903;10
2021-01-10;20-59;2722;529;0.0;0.0;0.0;59776;2295
2021-01-10;60+;21505;2048;0.0;0.0;0.0;137164;44539
2021-01-10;whole;24526;2620;0.0;0.0;0.0;202398;47108
2021-01-11;0-19;90;12;0.0;0.0;0.0;3911;10
2021-01-11;20-59;2764;549;0.0;0.0;0.0;59944;2302
2021-01-11;60+;21747;2078;0.0;0.0;0.0;137628;44842
2021-01-11;whole;24812;2666;0.0;0.0;0.0;203041;47418
2021-01-12;0-19;93;10;0.0;0.0;0.0;3921;10
2021-01-12;20-59;2753;534;0.0;0.0;0.0;60204;2312
2021-01-12;60+;21636;2106;0.0;0.0;0.0;138663;45185
2021-01-12;whole;24703;2678;0.0;0.0;0.0;204359;47773
2021-01-13;0-19;91;8;0.0;0.0;0.0;3931;10
2021-01-13;20-59;2785;539;0.0;0.0;0.0;60457;2319
2021-01-13;60+;21648;2127;0.0;0.0;0.0;139670;45405
2021-01-13;whole;24735;2701;0.0;0.0;0.0;205641;48002
2021-01-14;0-19;98;9;0.0;0.0;0.0;3940;10
2021-01-14;20-59;2825;544;0.0;0.0;0.0;60677;2330
2021-01-14;60+;21843;2136;0.0;0.0;0.0;140556;45675
2021-01-14;whole;24983;2716;0.0;0.0;0.0;206771;48284
2021-01-15;0-19;86;8;0.0;0.0;0.0;3972;10
2021-01-15;20-59;2864;529;0.0;0.0;0.0;60904;2343
2021-01-15;60+;21843;2166;0.0;0.0;0.0;141555;45940
2021-01-15;whole;25009;2730;0.0;0.0;0.0;208040;48564
2021-01-16;0-19;91;8;0.0;0.0;0.0;3983;10
2021-01-16;20-59;2868;540;0.0;0.0;0.0;61100;2348
2021-01-16;60+;21825;2158;0.0;0.0;0.0;142319;46125
2021-01-16;whole;24985;2731;0.0;0.0;0.0;209025;48757
2021-01-17;0-19;92;10;0.0;0.0;0.0;3986;10
2021-01-17;20-59;2917;546;0.0;0.0;0.0;61178;2353
2021-01-17;60+;22013;2185;0.0;0.0;0.0;142525;46263
2021-01-17;whole;25235;2766;0.0;0.0;0.0;209312;48898
2021-01-18;0-19;97;11;0.0;0.0;0.0;3993;10
2021-01-18;20-59;2963;559;0.0;0.0;0.0;61384;2363
2021-01-18;60+;22315;2208;0.0;0.0;0.0;143163;46656
2021-01-18;whole;25584;2803;0.0;0.0;0.0;210169;49301
2021-01-19;0-19;99;9;0.0;0.0;0.0;4004;10
2021-01-19;20-59;2961;573;0.0;0.0;0.0;61685;2372
2021-01-19;60+;22253;2218;0.0;0.0;0.0;144451;47011
2021-01-19;whole;25532;2829;0.0;0.0;0.0;211785;49670
2021-01-20;0-19;92;11;0.0;0.0;0.0;4030;10
2021-01-20;20-59;2960;591;0.0;0.0;0.0;61978;2382
2021-01-20;60+;22379;2206;0.0;0.0;0.0;145544;47310
2021-01-20;whole;25650;2842;0.0;0.0;0.0;213211;49980
2021-01-21;0-19;93;10;0.0;0.0;0.0;4044;10
2021-01-21;20-59;2983;609;0.0;0.0;0.0;62216;2399
2021-01-21;60+;22406;2218;0.0;0.0;0.0;146572;47641
2021-01-21;whole;25699;2866;0.0;0.0;0.0;214507;50326
2021-01-22;0-19;101;15;0.0;0.0;0.0;4059;10
2021-01-22;20-59;2985;620;0.0;0.0;0.0;62483;2415
2021-01-22;60+;22560;2237;0.0;0.0;0.0;147569;47940
2021-01-22;whole;25872;2902;0.0;0.0;0.0;215791;50645
2021-01-23;0-19;98;14;0.0;0.0;0.0;4075;10
2021-01-23;20-59;3012;621;0.0;0.0;0.0;62663;2424
2021-01-23;60+;22533;2220;0.0;0.0;0.0;148266;48160
2021-01-23;whole;25864;2886;0.0;0.0;0.0;216694;50875
2021-01-24;0-19;101;12;0.0;0.0;0.0;4082;10
2021-01-24;20-59;3099;630;0.0;0.0;0.0;62736;2434
2021-01-24;60+;22929;2282;0.0;0.0;0.0;148422;48321
2021-01-24;whole;26357;2955;0.0;0.0;0.0;216934;51047
2021-01-25;0-19;102;14;0.0;0.0;0.0;4095;10
2021-01-25;20-59;3201;633;0.0;0.0;0.0;62932;2442
2021-01-25;60+;23345;2350;0.0;0.0;0.0;148946;48754
2021-01-25;whole;26888;3031;0.0;0.0;0.0;217677;51492
2021-01-26;0-19;107;16;0.0;0.0;0.0;4108;10
2021-01-26;20-59;3240;643;0.0;0.0;0.0;63256;2454
2021-01-26;60+;23424;2378;0.0;0.0;0.0;150030;49089
2021-01-26;whole;27005;3071;0.0;0.0;0.0;219121;51842
2021-01-27;0-19;107;14;0.0;0.0;0.0;4132;11
2021-01-27;20-59;3286;657;0.0;0.0;0.0;63570;2464
2021-01-27;60+;23502;2391;0.0;0.0;0.0;151094;49427
2021-01-27;whole;27131;3097;0.0;0.0;0.0;220539;52192
2021-01-28;0-19;100;16;0.0;0.0;0.0;4150;11
2021-01-28;20-59;3257;670;0.0;0.0;0.0;63879;2474
2021-01-28;60+;23545;2384;0.0;0.0;0.0;152085;49760
2021-01-28;whole;27128;3101;0.0;0.0;0.0;221872;52536
2021-01-29;0-19;104;16;0.0;0.0;0.0;4169;11
2021-01-29;20-59;3267;678;0.0;0.0;0.0;64170;2489
2021-01-29;60+;23672;2396;0.0;0.0;0.0;153027;50098
2021-01-29;whole;27270;3120;0.0;0.0;0.0;223143;52891
2021-01-30;0-19;108;15;0.0;0.0;0.0;4179;11
2021-01-30;20-59;3248;673;0.0;0.0;0.0;64391;2498
2021-01-30;60+;23663;2382;0.0;0.0;0.0;153729;50330
2021-01-30;whole;27242;3103;0.0;0.0;0.0;224089;53133
2021-01-31;0-19;110;13;0.0;0.0;0.0;4183;11
2021-01-31;20-59;3317;683;0.0;0.0;0.0;64489;2507
2021-01-31;60+;23921;2420;0.0;0.0;0.0;153908;50515
2021-01-31;whole;27573;3148;0.0;0.0;0.0;224375;53328
2021-02-01;0-19;108;15;0.0;0.0;0.0;4204;11
2021-02-01;20-59;3380;711;0.0;0.0;0.0;64735;2518
2021-02-01;60+;24159;2460;0.0;0.0;0.0;154542;50955
2021-02-01;whole;27874;3218;0.0;0.0;0.0;225288;53783
2021-02-02;0-19;110;15;0.0;0.0;0.0;4225;11
2021-02-02;20-59;3438;716;0.0;0.0;0.0;65085;2530
2021-02-02;60+;24256;2509;0.0;0.0;0.0;155733;51343
2021-02-02;whole;28029;3270;0.0;0.0;0.0;226865;54187
2021-02-03;0-19;120;12;0.0;0.0;0.0;4237;11
2021-02-03;20-59;3412;698;0.0;0.0;0.0;65434;2538
2021-02-03;60+;24207;2525;0.0;0.0;0.0;156931;51691
2021-02-03;whole;27953;3267;0.0;0.0;0.0;228441;54544
2021-02-04;0-19;118;10;0.0;0.0;0.0;4260;11
2021-02-04;20-59;3409;700;0.0;0.0;0.0;65785;2550
2021-02-04;60+;24026;2496;0.0;0.0;0.0;158050;52035
2021-02-04;whole;27766;3240;0.0;0.0;0.0;229944;54901
2021-02-05;0-19;119;11;0.0;0.0;0.0;4275;11
2021-02-05;20-59;3408;713;0.0;0.0;0.0;66152;2560
2021-02-05;60+;23834;2480;0.0;0.0;0.0;159226;52316
2021-02-05;whole;27572;3235;0.0;0.0;0.0;231518;55194
2021-02-06;0-19;114;10;0.0;0.0;0.0;4284;11
2021-02-06;20-59;3360;703;0.0;0.0;0.0;66404;2574
2021-02-06;60+;23633;2469;0.0;0.0;0.0;160101;52492
2021-02-06;whole;27327;3215;0.0;0.0;0.0;232662;55385
2021-02-07;0-19;115;11;0.0;0.0;0.0;4289;11
2021-02-07;20-59;3440;720;0.0;0.0;0.0;66493;2576
2021-02-07;60+;23865;2499;0.0;0.0;0.0;160284;52661
2021-02-07;whole;27652;3262;0.0;0.0;0.0;232946;55556
2021-02-08;0-19;117;14;0.0;0.0;0.0;4306;11
2021-02-08;20-59;3506;754;0.0;0.0;0.0;66769;2592
2021-02-08;60+;24155;2551;0.0;0.0;0.0;160998;53099
2021-02-08;whole;27995;3353;0.0;0.0;0.0;233962;56014
2021-02-09;0-19;118;14;0.0;0.0;0.0;4326;11
2021-02-09;20-59;3463;740;0.0;0.0;0.0;67168;2612
2021-02-09;60+;23835;2547;0.0;0.0;0.0;162289;53514
2021-02-09;whole;27634;3332;0.0;0.0;0.0;235686;56450
2021-02-10;0-19;113;14;0.0;0.0;0.0;4344;11
2021-02-10;20-59;3461;723;0.0;0.0;0.0;67468;2628
2021-02-10;60+;23636;2545;0.0;0.0;0.0;163353;53791
2021-02-10;whole;27417;3309;0.0;0.0;0.0;237082;56746
2021-02-11;0-19;111;15;0.0;0.0;0.0;4357;11
2021-02-11;20-59;3406;744;0.0;0.0;0.0;67807;2643
2021-02-11;60+;23241;2540;0.0;0.0;0.0;164626;54134
2021-02-11;whole;26963;3327;0.0;0.0;0.0;238722;57106
2021-02-12;0-19;113;15;0.0;0.0;0.0;4369;11
2021-02-12;20-59;3351;735;0.0;0.0;0.0;68119;2651
2021-02-12;60+;22764;2521;0.0;0.0;0.0;165823;54445
2021-02-12;whole;26424;3298;0.0;0.0;0.0;240259;57423
2021-02-13;0-19;108;13;0.0;0.0;0.0;4380;11
2021-02-13;20-59;3316;726;0.0;0.0;0.0;68380;2661
2021-02-13;60+;22572;2528;0.0;0.0;0.0;166599;54631
2021-02-13;whole;26196;3294;0.0;0.0;0.0;241323;57622
2021-02-14;0-19;108;12;0.0;0.0;0.0;4385;11
2021-02-14;20-59;3387;735;0.0;0.0;0.0;68473;2668
2021-02-14;60+;22697;2526;0.0;0.0;0.0;166770;54791
2021-02-14;whole;26401;3299;0.0;0.0;0.0;241597;57789
2021-02-15;0-19;112;12;0.0;0.0;0.0;4391;11
2021-02-15;20-59;3449;772;0.0;0.0;0.0;68685;2686
2021-02-15;60+;22721;2563;0.0;0.0;0.0;167443;55181
2021-02-15;whole;26478;3371;0.0;0.0;0.0;242497;58201
2021-02-16;0-19;102;10;0.0;0.0;0.0;4420;11
2021-02-16;20-59;3421;783;0.0;0.0;0.0;69113;2696
2021-02-16;60+;22474;2518;0.0;0.0;0.0;168678;55522
2021-02-16;whole;26195;3338;0.0;0.0;0.0;244207;58552
2021-02-17;0-19;93;8;0.0;0.0;0.0;4444;11
2021-02-17;20-59;3425;788;0.0;0.0;0.0;69471;2702
2021-02-17;60+;22218;2516;0.0;0.0;0.0;169781;55826
2021-02-17;whole;25929;3340;0.0;0.0;0.0;245706;58862
2021-02-18;0-19;91;12;0.0;0.0;0.0;4460;11
2021-02-18;20-59;3426;801;0.0;0.0;0.0;69742;2714
2021-02-18;60+;22013;2539;0.0;0.0;0.0;170871;56084
2021-02-18;whole;25717;3384;0.0;0.0;0.0;247096;59133
2021-02-19;0-19;96;13;0.0;0.0;0.0;4467;11
2021-02-19;20-59;3467;829;0.0;0.0;0.0;70061;2731
2021-02-19;60+;21750;2509;0.0;0.0;0.0;171889;56391
2021-02-19;whole;25506;3380;0.0;0.0;0.0;248457;59458
2021-02-20;0-19;92;16;0.0;0.0;0.0;4486;11
2021-02-20;20-59;3435;833;0.0;0.0;0.0;70316;2734
2021-02-20;60+;21544;2490;0.0;0.0;0.0;172673;56571
2021-02-20;whole;25269;3369;0.0;0.0;0.0;249520;59641
2021-02-21;0-19;95;14;0.0;0.0;0.0;4491;11
2021-02-21;20-59;3510;853;0.0;0.0;0.0;70393;2748
2021-02-21;60+;21655;2495;0.0;0.0;0.0;172796;56716
2021-02-21;whole;25464;3392;0.0;0.0;0.0;249727;59800
2021-02-22;0-19;98;12;0.0;0.0;0.0;4500;11
2021-02-22;20-59;3618;860;0.0;0.0;0.0;70622;2766
2021-02-22;60+;21917;2503;0.0;0.0;0.0;173358;57030
2021-02-22;whole;25831;3407;0.0;0.0;0.0;250532;60133
2021-02-23;0-19;102;10;0.0;0.0;0.0;4517;11
2021-02-23;20-59;3583;862;0.0;0.0;0.0;71034;2780
2021-02-23;60+;21781;2529;0.0;0.0;0.0;174468;57323
2021-02-23;whole;25660;3435;0.0;0.0;0.0;252083;60443
2021-02-24;0-19;111;12;0.0;0.0;0.0;4530;11
2021-02-24;20-59;3629;856;0.0;0.0;0.0;71362;2791
2021-02-24;60+;21671;2535;0.0;0.0;0.0;175479;57587
2021-02-24;whole;25614;3436;0.0;0.0;0.0;253450;60720
2021-02-25;0-19;113;14;0.0;0.0;0.0;4553;11
2021-02-25;20-59;3637;864;0.0;0.0;0.0;71683;2799
2021-02-25;60+;21365;2517;0.0;0.0;0.0;176538;57839
2021-02-25;whole;25317;3430;0.0;0.0;0.0;254868;60981
2021-02-26;0-19;103;11;0.0;0.0;0.0;4584;11
2021-02-26;20-59;3594;895;0.0;0.0;0.0;72075;2812
2021-02-26;60+;21256;2510;0.0;0.0;0.0;177550;58105
2021-02-26;whole;25130;3445;0.0;0.0;0.0;256326;61265
2021-02-27;0-19;105;12;0.0;0.0;0.0;4595;11
2021-02-27;20-59;3595;906;0.0;0.0;0.0;72307;2829
2021-02-27;60+;21107;2504;0.0;0.0;0.0;178234;58274
2021-02-27;whole;24989;3453;0.0;0.0;0.0;257258;61450
2021-02-28;0-19;110;15;0.0;0.0;0.0;4598;11
2021-02-28;20-59;3677;921;0.0;0.0;0.0;72411;2834
2021-02-28;60+;21304;2521;0.0;0.0;0.0;178419;58388
2021-02-28;whole;25280;3492;0.0;0.0;0.0;257555;61572
2021-03-01;0-19;104;17;0.0;0.0;0.0;4612;11
2021-03-01;20-59;3758;942;0.0;0.0;0.0;72685;2846
2021-03-01;60+;21383;2555;0.0;0.0;0.0;178953;58749
2021-03-01;whole;25430;3544;0.0;0.0;0.0;258384;61947
2021-03-02;0-19;102;17;0.0;0.0;0.0;4631;11
2021-03-02;20-59;3782;951;0.0;0.0;0.0;73103;2854
2021-03-02;60+;21195;2588;0.0;0.0;0.0;180006;59041
2021-03-02;whole;25263;3586;0.0;0.0;0.0;259893;62247
2021-03-03;0-19;110;19;0.0;0.0;0.0;4647;11
2021-03-03;20-59;3777;955;0.0;0.0;0.0;73462;2864
2021-03-03;60+;21036;2634;0.0;0.0;0.0;181017;59353
2021-03-03;whole;25111;3637;0.0;0.0;0.0;261289;62569
2021-03-04;0-19;104;15;0.0;0.0;0.0;4668;11
2021-03-04;20-59;3797;956;0.0;0.0;0.0;73774;2883
2021-03-04;60+;20812;2631;0.0;0.0;0.0;182068;59625
2021-03-04;whole;24891;3633;0.0;0.0;0.0;262690;62862
2021-03-05;0-19;100;13;0.0;0.0;0.0;4690;11
2021-03-05;20-59;3864;976;0.0;0.0;0.0;74089;2889
2021-03-05;60+;20616;2661;0.0;0.0;0.0;182952;59857
2021-03-05;whole;24765;3680;0.0;0.0;0.0;263919;63100
2021-03-06;0-19;103;17;0.0;0.0;0.0;4704;11
2021-03-06;20-59;3816;977;0.0;0.0;0.0;74402;2893
2021-03-06;60+;20518;2667;0.0;0.0;0.0;183604;60022
2021-03-06;whole;24625;3689;0.0;0.0;0.0;264909;63270
2021-03-07;0-19;107;16;0.0;0.0;0.0;4709;11
2021-03-07;20-59;3858;985;0.0;0.0;0.0;74528;2898
2021-03-07;60+;20654;2711;0.0;0.0;0.0;183856;60147
2021-03-07;whole;24818;3743;0.0;0.0;0.0;265295;63400
2021-03-08;0-19;115;16;0.0;0.0;0.0;4725;11
2021-03-08;20-59;3968;1028;0.0;0.0;0.0;74800;2911
2021-03-08;60+;20916;2774;0.0;0.0;0.0;184358;60491
2021-03-08;whole;25195;3849;0.0;0.0;0.0;266096;63759
2021-03-09;0-19;112;14;0.0;0.0;0.0;4751;11
2021-03-09;20-59;4010;1041;0.0;0.0;0.0;75220;2921
2021-03-09;60+;20888;2833;0.0;0.0;0.0;185337;60777
2021-03-09;whole;25201;3918;0.0;0.0;0.0;267539;64057
2021-03-10;0-19;108;14;0.0;0.0;0.0;4776;11
2021-03-10;20-59;3964;1036;0.0;0.0;0.0;75641;2938
2021-03-10;60+;20705;2840;0.0;0.0;0.0;186354;61024
2021-03-10;whole;24969;3918;0.0;0.0;0.0;269019;64321
2021-03-11;0-19;106;11;0.0;0.0;0.0;4796;11
2021-03-11;20-59;3960;1053;0.0;0.0;0.0;76045;2951
2021-03-11;60+;20604;2897;0.0;0.0;0.0;187329;61275
2021-03-11;whole;24858;3992;0.0;0.0;0.0;270433;64586
2021-03-12;0-19;112;15;0.0;0.0;0.0;4805;11
2021-03-12;20-59;3977;1070;0.0;0.0;0.0;76382;2954
2021-03-12;60+;20469;2918;0.0;0.0;0.0;188210;61493
2021-03-12;whole;24749;4033;0.0;0.0;0.0;271678;64809
2021-03-13;0-19;107;12;0.0;0.0;0.0;4821;11
2021-03-13;20-59;3963;1084;0.0;0.0;0.0;76681;2957
2021-03-13;60+;20406;2945;0.0;0.0;0.0;188825;61659
2021-03-13;whole;24671;4070;0.0;0.0;0.0;272615;64978
2021-03-14;0-19;104;11;70.0;14.0;9.0;4833;11
2021-03-14;20-59;4072;1125;2322.0;475.0;150.0;76799;2964
2021-03-14;60+;20603;2961;10646.0;6847.0;149.0;189037;61792
2021-03-14;whole;24989;4127;13171.0;7381.0;310.0;272960;65118
2021-03-15;0-19;110;12;75.0;14.0;9.0;4853;11
2021-03-15;20-59;4255;1153;2477.0;477.0;148.0;77065;2980
2021-03-15;60+;20901;3024;10903.0;6825.0;149.0;189549;62107
2021-03-15;whole;25469;4219;13581.0;7361.0;308.0;273771;65451
2021-03-16;0-19;111;14;74.0;14.0;9.0;4878;11
2021-03-16;20-59;4311;1146;2519.0;486.0;160.0;77569;2998
2021-03-16;60+;20870;3045;10868.0;6807.0;150.0;190590;62403
2021-03-16;whole;25492;4239;13580.0;7352.0;321.0;275360;65765
2021-03-17;0-19;109;15;70.0;14.0;10.0;4897;11
2021-03-17;20-59;4335;1154;2538.0;483.0;160.0;78018;3009
2021-03-17;60+;20677;3013;10792.0;6727.0;145.0;191736;62634
2021-03-17;whole;25314;4219;13514.0;7264.0;317.0;276993;66006
2021-03-18;0-19;120;19;79.0;13.0;9.0;4910;11
2021-03-18;20-59;4430;1160;2616.0;492.0;162.0;78393;3020
2021-03-18;60+;20657;3036;10771.0;6703.0;147.0;192601;62891
2021-03-18;whole;25389;4246;13576.0;7247.0;320.0;278263;66274
2021-03-19;0-19;122;18;83.0;12.0;9.0;4932;11
2021-03-19;20-59;4503;1174;2666.0;501.0;162.0;78807;3030
2021-03-19;60+;20528;3062;10685.0;6635.0;146.0;193537;63164
2021-03-19;whole;25339;4287;13545.0;7188.0;319.0;279646;66559
2021-03-20;0-19;118;16;82.0;12.0;8.0;4949;11
2021-03-20;20-59;4553;1188;2707.0;495.0;163.0;79125;3037
2021-03-20;60+;20660;3114;10742.0;6661.0;143.0;194118;63332
2021-03-20;whole;25537;4353;13661.0;7208.0;315.0;280571;66735
2021-03-21;0-19;122;16;86.0;12.0;8.0;4954;11
2021-03-21;20-59;4661;1210;2791.0;496.0;164.0;79285;3047
2021-03-21;60+;20929;3143;10986.0;6657.0;143.0;194332;63460
2021-03-21;whole;25926;4406;13999.0;7205.0;316.0;280955;66873
2021-03-22;0-19;127;15;91.0;12.0;9.0;4977;11
2021-03-22;20-59;4846;1246;2944.0;488.0;168.0;79614;3065
2021-03-22;60+;21298;3250;11269.0;6635.0;144.0;194892;63784
2021-03-22;whole;26488;4548;14442.0;7176.0;322.0;281885;67216
2021-03-23;0-19;117;12;84.0;12.0;9.0;5005;11
2021-03-23;20-59;4904;1280;2951.0;496.0;177.0;80158;3086
2021-03-23;60+;21530;3302;11455.0;6629.0;144.0;195916;64048
2021-03-23;whole;26756;4634;14616.0;7175.0;331.0;283507;67503
2021-03-24;0-19;117;12;85.0;11.0;9.0;5035;11
2021-03-24;20-59;4940;1292;2959.0;509.0;180.0;80681;3098
2021-03-24;60+;21610;3306;11512.0;6647.0;145.0;197029;64280
2021-03-24;whole;26876;4651;14686.0;7204.0;335.0;285199;67748
2021-03-25;0-19;124;12;91.0;11.0;10.0;5058;11
2021-03-25;20-59;5031;1276;3047.0;522.0;186.0;81111;3113
2021-03-25;60+;21675;3383;11524.0;6626.0;142.0;197961;64490
2021-03-25;whole;27036;4709;14793.0;7195.0;339.0;286607;67973
2021-03-26;0-19;129;14;93.0;11.0;11.0;5083;11
2021-03-26;20-59;5144;1295;3127.0;533.0;189.0;81567;3123
2021-03-26;60+;21753;3416;11546.0;6650.0;141.0;198914;64783
2021-03-26;whole;27242;4766;14904.0;7230.0;342.0;288062;68276
2021-03-27;0-19;126;17;87.0;11.0;11.0;5106;11
2021-03-27;20-59;5127;1298;3099.0;540.0;190.0;82032;3129
2021-03-27;60+;21780;3436;11538.0;6665.0;141.0;199701;64967
2021-03-27;whole;27259;4791;14873.0;7253.0;342.0;289350;68466
2021-03-28;0-19;124;14;87.0;11.0;12.0;5116;11
2021-03-28;20-59;5294;1335;3228.0;544.0;187.0;82189;3136
2021-03-28;60+;22056;3480;11749.0;6687.0;140.0;199927;65090
2021-03-28;whole;27712;4872;15221.0;7279.0;340.0;289752;68597
2021-03-29;0-19;124;15;84.0;11.0;14.0;5140;11
2021-03-29;20-59;5463;1363;3364.0;542.0;194.0;82616;3156
2021-03-29;60+;22485;3551;12086.0;6708.0;140.0;200519;65426
2021-03-29;whole;28322;4974;15700.0;7298.0;350.0;290810;68957
2021-03-30;0-19;128;19;84.0;10.0;15.0;5163;11
2021-03-30;20-59;5515;1416;3368.0;554.0;177.0;83304;3170
2021-03-30;60+;22605;3580;12188.0;6694.0;143.0;201768;65747
2021-03-30;whole;28510;5072;15805.0;7297.0;336.0;292796;69293
2021-03-31;0-19;132;15;94.0;9.0;14.0;5192;11
2021-03-31;20-59;5525;1418;3366.0;562.0;179.0;83962;3182
2021-03-31;60+;22560;3569;12162.0;6684.0;145.0;202900;66035
2021-03-31;whole;28463;5053;15777.0;7294.0;339.0;294638;69596
2021-04-01;0-19;131;12;96.0;9.0;14.0;5214;11
2021-04-01;20-59;5574;1432;3397.0;568.0;177.0;84473;3200
2021-04-01;60+;22626;3614;12207.0;6658.0;147.0;203885;66324
2021-04-01;whole;28581;5109;15858.0;7275.0;339.0;296166;69904
2021-04-02;0-19;138;15;100.0;8.0;15.0;5247;11
2021-04-02;20-59;5651;1504;3407.0;568.0;172.0;85014;3208
2021-04-02;60+;22685;3681;12190.0;6665.0;149.0;204855;66611
2021-04-02;whole;28729;5254;15856.0;7282.0;337.0;297734;70204
